molecule,#stars,#amine,#amidine,#acid,#amide,#rotor,#rctvFG,CNS,MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metabol,QPlogKhsa,HumanAbs,QP%HumanAbs,SAfluorine,SAamideO,PSA,#NandO,RuleOf5,#ringatoms,#in34,#in56,#noncon,#nonHatm,logS
ethylbenzene,8,0,0,0,0,1,0,2,106.167,0.334,327.927,130.31,0,197.616,0,497.537,0,0,0.0002249,0,0.9259881,15.003,4.3,3.976,0.653,3.15,-2.77,-2.995,-3.672,9906.038,0.453,5899.293,-0.727,9.499,-0.347,1,0.02,3,100,0,0,0,0,0,6,0,6,0,8,-2.77
rifampin13292-46-1,10,1,0,0,0,24,3,-2,822.951,4.245,1062.161,767.446,229.251,65.464,0,2250.767,6,20.85,0.0080043,0.048083,0.7819786,69.136,22.109,43.307,28.31,4.24,-2.77,-7.641,-6.098,16.551,-2.984,6.501,-5.272,8.083,1.298,13,-0.468,1,1.723,0,0,206.212,16,3,19,0,19,5,59,-2.77
1-chloropentane,11,0,0,0,0,2,0,2,106.595,2.648,326.174,252.961,0,0,73.213,483.766,0,0,0.0144958,0,0.9137037,11.922,3.132,3.082,0.088,2.73,-2.73,-2.852,-2.928,9906.038,0.698,10000,-1.327,10.427,-1.2,0,-0.063,3,100,0,0,0,0,0,0,0,0,0,6,-2.73
PNU0174519,2,0,0,0,1,3,0,-2,345.292,15.862,604.881,179.509,256.327,134.427,34.617,1025.822,1,10.5,0.2452792,0.0173588,0.8132241,34.257,10.436,22.239,16.991,-0.766,-2.73,-3.292,-3.821,22.382,-2.116,21.532,-5.482,9.711,1.652,0,-1.094,2,42.761,34.617,27.041,151.376,10,0,16,0,16,2,25,-2.73
benzidine,2,0,0,0,0,3,0,-1,184.24,0.923,416.957,0,121.409,295.548,0,670.503,3,2,0.0012704,0.0083081,0.8885346,21.576,8.038,12.359,9.261,1.34,-2.7,-2.142,-4.745,699.163,-0.643,336.014,-2.428,7.846,0.045,3,-0.292,3,77.95,0,0,51.676,2,0,12,0,12,0,14,-2.7
reposal3625-25-0,0,0,0,0,0,1,0,0,262.308,1.493,438.492,291.353,135.457,11.682,0,793.207,2,4,0.0028103,0.0129007,0.945063,25.06,7.59,13.06,8.424,1.646,-2.796,-3.504,-2.477,514.47,-0.508,241.193,-3.879,9.866,0.616,2,-0.002,3,77.948,0,0,99.452,5,0,14,0,14,7,19,-2.7
1-pentene,12,0,0,0,0,2,0,2,70.134,0.277,293.061,247.661,0,45.4,0,422.514,0,0,0.0001818,0,0.9291823,9.904,2.405,1.921,-1.188,2.051,-2.68,-2.214,-2.894,9906.038,0.688,5899.293,-1.168,10.137,-1.101,1,-0.24,3,100,0,0,0,0,0,0,0,0,0,5,-2.68
thalidomide50-35-1,0,0,0,0,0,0,0,-1,258.233,6.557,440.543,83.082,185.509,171.952,0,755.276,1,6,0.0569286,0.0136196,0.9104313,25.714,8.203,14.107,10.585,0.33,-2.68,-2.8,-3.801,172.471,-0.929,74.017,-4.333,10.4,1.589,2,-0.388,3,66.767,0,0,124.569,6,0,15,0,15,3,19,-2.68
chlorothiazide,1,0,0,0,0,2,0,-2,295.715,7.807,436.253,0,258.501,121.495,56.257,715.648,3,10,0.0851657,0.0397029,0.886937,22.362,8.632,18.816,17.176,-0.24,-2.66,-2.048,-3.941,35.038,-1.61,26.875,-5.664,9.797,1.742,1,-0.896,2,43.781,0,0,126.169,7,0,10,0,10,1,17,-2.66
chlorpheniramine,0,1,0,0,0,5,0,2,274.792,2.082,544.925,185.291,16.034,271.985,71.615,947.507,0,3,0.004577,0,0.8561502,31.152,9.553,11.625,4.867,3.39,-3.259,-3.185,-5.883,1740.797,0.691,2458.997,-2.439,8.903,0.159,4,0.354,3,92.501,0,0,16.289,2,0,12,0,12,0,19,-2.65
butallylonal1142-70-7,0,0,0,0,0,4,0,0,303.155,1.846,420.325,211.464,128.926,24.435,55.5,747.425,2,4,0.0045585,0.0134583,0.9476005,21.423,7.615,11.965,7.78,1.737,-2.321,-4.437,-2.496,593.326,-0.499,566.677,-3.425,10.222,0.647,1,-0.238,3,75.05,0,0,97.182,5,0,6,0,6,1,17,-2.65
cyclopentane,15,0,0,0,0,0,0,2,70.134,0.052,270.225,270.225,0,0,0,387.849,0,0,0.0000069,0,0.9518053,9.368,1.959,1.763,-1.122,3,-2.64,-2.722,-2.312,9906.038,0.733,5899.293,-0.564,11.224,-3.582,0,-0.256,3,100,0,0,0,0,0,5,0,5,5,5,-2.64
hydrochlorothiazide,0,0,0,0,0,2,0,-2,297.731,9.36,425.483,53.357,246.594,69.935,55.597,718.316,3,9,0.1219679,0.0366371,0.9116464,21.977,8.402,18.559,15.733,-0.07,-2.62,-2.421,-3.295,45.441,-1.399,35.3,-5.626,9.592,1.12,1,-0.754,2,47.402,0,0,126.406,7,0,10,0,10,2,17,-2.62
N-ethyl;N-methylnevanalog(,0,0,0,0,0,1,0,1,254.291,3.264,488.276,184.315,54.153,249.808,0,834.735,0,5.5,0.0127639,0,0.8780761,28.996,8.161,12.301,8.159,1.98,-2.62,-2.652,-4.696,3036.485,0.035,1643.373,-1.542,8.305,0.782,5,-0.472,3,92.102,0,0,48.197,5,0,15,0,12,0,19,-2.62
phthalimide85-41-6,3,0,0,0,0,0,0,-1,147.133,3.896,304.156,0,132.101,172.055,0,474.965,1,3,0.0319617,0.0098634,0.9679285,14.497,5.516,8.025,6.939,1.15,-2.61,-1.448,-2.871,553.593,-0.377,261.078,-3.348,10.352,1.504,0,-0.563,3,74.018,0,0,75.667,3,0,9,0,9,0,11,-2.61
PNU0141518,0,0,0,0,1,2,0,-1,316.356,9.892,579.398,335.752,103.522,140.125,0,1014.453,1,7.7,0.0964574,0.0132897,0.842706,34.498,9.568,17.986,13.018,1.26,-2.6,-2.789,-3.371,688.484,-0.529,512.507,-2.742,8.644,0.305,3,-0.512,3,77.269,0,22.149,88.181,6,0,17,0,17,5,23,-2.6
cyclohexene,12,0,0,0,0,0,0,2,82.145,0.352,286.092,205.122,0,80.97,0,420.175,0,0,0.0002947,0,0.9483002,11.435,2.863,2.613,-0.346,2.86,-2.59,-2.19,-2.755,9906.038,0.603,5899.293,-1.234,9.632,-1.155,2,-0.162,3,100,0,0,0,0,0,6,0,6,4,6,-2.59
tolterodine,0,1,0,0,0,8,0,1,325.493,1.565,631.52,347.067,35.218,249.236,0,1169.707,1,2.75,0.0020944,0.0043546,0.8501504,37.901,11.329,14.925,5.582,5.001,-4.256,-4.458,-5.871,1145.06,0.155,633.602,-2.585,8.649,-0.176,6,0.942,2,82.119,0,0,24.029,2,1,12,0,12,0,24,-2.58
butane,14,0,0,0,0,1,0,2,58.123,0,268.352,268.352,0,0,0,378.184,0,0,0,0,0.9424576,8.339,1.724,1.358,-1.392,2.89,-2.57,-2.622,-2.463,9906.038,0.729,5899.293,-0.631,11.462,-3.482,0,-0.327,3,100,0,0,0,0,0,0,0,0,0,4,-2.57
amobarbital,2,0,0,0,0,4,0,-1,226.275,1.042,427.934,281.592,146.342,0,0,741.803,2,4,0.0014623,0.013219,0.9260766,20.965,6.935,11.484,7.731,2.07,-2.57,-2.705,-2.728,405.635,-0.815,186.548,-3.833,10.971,0.613,0,-0.265,3,70.506,0,0,101.266,5,0,6,0,6,1,16,-2.57
bromobenzene,8,0,0,0,0,0,0,1,157.009,1.651,294.399,0,0,217.628,76.771,432.252,0,0,0.0063053,0,0.9391178,13.223,4.394,3.909,1.935,2.99,-2.55,-2.617,-3.555,9906.038,0.192,10000,-0.753,9.678,0.102,0,-0.127,3,100,0,0,0,0,0,6,0,6,0,7,-2.55
(E)-2-pentene,12,0,0,0,0,1,0,2,70.134,0.036,296.041,275.009,0,21.032,0,424.483,0,0,0.000003,0,0.9226851,10.393,2.179,2.073,-0.834,2.236,-2.54,-2.235,-2.883,9906.038,0.743,5899.293,-1.349,9.754,-1.108,2,-0.192,3,100,0,0,0,0,0,0,0,0,0,5,-2.54
pentobarbital,2,0,0,0,0,4,0,-1,226.275,1.169,421.986,287.766,134.22,0,0,734.843,2,4,0.0018607,0.0134053,0.9332477,20.686,6.842,11.346,7.634,2.07,-2.52,-2.705,-2.612,528.553,-0.705,248.337,-3.609,10.94,0.582,0,-0.277,3,72.549,0,0,97.571,5,0,6,0,6,1,16,-2.52
primaquine90-34-6,0,1,0,0,0,7,0,0,259.35,1.972,539.836,264.101,83.273,192.462,0,924.329,3,3.75,0.0042058,0.0120318,0.850069,28.181,9.391,15.104,9.437,2.116,-2.302,-2.104,-5.602,400.982,-0.228,203.824,-3.767,8.192,0.862,6,-0.032,3,71.724,0,0,56.987,4,0,10,0,10,0,19,-2.52
trifluoromethylbenzene,7,0,0,0,0,0,0,1,146.112,3.223,318.091,0.684,0,199.958,117.449,478.454,0,0,0.0217143,0,0.930051,14.903,3.387,4.864,1.886,3.01,-2.51,-2.797,-3.617,9906.038,0.193,10000,-0.815,10.128,0.442,1,0.007,3,100,117.449,0,0,0,0,6,0,6,0,10,-2.51
2;4-D(94-75-7),0,0,0,1,0,3,0,-1,221.04,4.696,407.518,35.525,114.3,120.719,136.973,646.116,1,2.75,0.0341264,0.0067482,0.8869357,18.93,6.994,9.736,5.858,2.81,-2.51,-3.186,-2.13,206.819,-0.25,644.709,-2.913,9.134,0.324,2,-0.423,3,73.761,0,0,59.575,3,0,6,0,6,0,13,-2.51
menthone,2,0,0,0,0,1,1,1,154.252,3.774,386.977,349.359,37.618,0,0,644.585,0,2,0.0220972,0,0.9325372,19,4.803,6.646,2.656,2.266,-2.49,-1.898,-2.624,4356.784,0.215,2427.799,-2.117,10.422,-0.633,2,-0.088,3,95.936,0,0,25.72,1,0,6,0,6,5,11,-2.49
amicetin17650-86-1,8,2,0,0,0,12,1,-2,618.686,16.269,1035.207,500.247,327.212,207.749,0,1887.78,6,20.7,0.1402002,0.04898,0.7135734,63.674,21.745,43.595,32.379,-1.47,-2.49,-1.989,-8.61,0.486,-3.647,0.159,-9.791,9.147,0.527,6,-0.933,1,0,0,0,224.265,15,3,24,0,24,10,44,-2.49
famotidine,3,0,1,0,0,10,0,-2,337.432,9.353,586.7,100.451,354.143,48.148,83.958,967.72,7,5.5,0.0903906,0.0248025,0.8064581,26.613,12.099,23.785,17.361,-0.399,-2.633,-2.32,-4.893,4.341,-3.463,3.988,-8.979,8.119,0.676,5,-0.687,2,16.878,0,0,185.585,9,1,5,0,5,0,20,-2.48
prostaglandinE2,0,0,0,1,0,14,1,-2,352.47,4.027,638.098,421.893,197.752,18.453,0,1230.623,3,7.4,0.0131793,0.0200865,0.8703512,34.282,11.875,19.558,11.32,2.82,-2.47,-4.129,-1.91,33.437,-2.021,15.983,-3.755,10.195,-0.297,8,-0.228,2,48.542,0,0,122.531,5,0,5,0,5,4,25,-2.47
3-methylindole,3,0,0,0,0,0,0,1,131.177,2.511,339.803,85.636,27.949,226.218,0,524.675,1,0,0.0120156,0,0.9258297,17.004,5.224,6.511,3.73,2.6,-2.42,-1.974,-3.811,5380.917,0.346,3050.136,-1.238,8.167,-0.116,1,-0.044,3,100,0,0,13.694,1,0,9,0,9,0,10,-2.42
p-t-butylphenol,3,0,0,0,0,2,0,1,150.22,1.549,381.515,194.06,54.701,132.754,0,615.068,1,0.75,0.0039023,0.0019658,0.9167872,18.445,5.632,7.211,3.675,3.31,-2.41,-2.213,-3.512,3000.32,0.009,1622.227,-1.868,8.942,-0.285,1,0.018,3,93.215,0,0,22.533,1,0,6,0,6,0,11,-2.41
sulfamethiazole144-82-1,0,0,0,0,0,4,0,-2,270.324,8.799,484.153,95.104,200.789,158.082,30.178,792.736,2.5,7.5,0.0976739,0.0244934,0.8555947,24.513,8.773,17.169,13.502,0.444,-2.406,-2.418,-4.623,123.544,-1.432,75.515,-4.279,9.209,1.114,3,-0.656,3,57.137,0,0,102.7,6,0,11,0,11,0,17,-2.41
2;4;6-trichlorophenol,4,0,0,0,0,1,0,2,197.448,1.333,345.786,0,41.961,97.507,206.319,530.361,1,0.75,0.0033478,0.002169,0.9163722,15.36,5.832,7.055,3.555,3.69,-2.39,-3.351,-3.35,3962.668,0.676,10000,-1.853,9.186,0.517,1,-0.176,3,100,0,0,20.759,1,0,6,0,6,0,10,-2.39
thioanisole,8,0,0,0,0,1,0,1,124.2,1.472,329.38,87.801,0,199.94,41.64,499.669,0,0.5,0.0043347,0,0.9245327,15.11,4.618,4.548,2.158,2.74,-2.39,-2.588,-3.707,9906.038,0.139,9974.732,-0.719,8.569,0.132,0,-0.108,3,100,0,0,0,0,0,6,0,6,0,8,-2.39
Chlorobenzene,10,0,0,0,0,0,0,1,112.558,2.176,290.055,0,0,218.46,71.595,424.464,0,0,0.0111555,0,0.9416994,12.919,4.305,3.85,1.928,2.89,-2.38,-2.495,-3.517,9906.038,0.192,10000,-0.75,9.397,-0.003,0,-0.15,3,100,0,0,0,0,0,6,0,6,0,7,-2.38
1-octanol,5,0,0,0,0,7,0,0,130.23,1.924,412.935,356.65,56.284,0,0,643.353,1,1.7,0.0057564,0.0041169,0.8728037,15.098,4.623,6.108,2.691,3,-2.38,-1.469,-3.59,2898.401,-0.351,1562.747,-1.885,10.913,-2.88,1,-0.273,3,84.879,0,0,23.063,1,0,0,0,0,0,9,-2.38
allopurinol,3,0,0,0,0,0,0,-1,136.113,6.001,298.142,0,186.904,111.238,0,444.257,2,4.5,0.0810553,0.0213454,0.9444193,12.687,5.076,10.465,9.826,-0.55,-2.38,-0.818,-2.962,167.297,-0.834,71.62,-4.572,9.351,0.989,1,-0.74,2,60.249,0,0,88.244,5,0,9,0,9,0,10,-2.38
Phenacetin,0,0,0,0,0,3,0,0,179.218,3.715,440.762,234.728,56.175,149.859,0,693.684,1,3.25,0.0198965,0.0073736,0.8598098,21.112,6.124,9.591,6.185,1.58,-2.37,-2.058,-4.515,2905.308,-0.124,1566.772,-1.739,8.43,-0.061,1,-0.23,3,89.556,0,0,45.863,3,0,6,0,6,0,13,-2.37
phenylacetylene,9,0,0,0,0,1,0,1,102.135,0.441,314.219,36.697,0,277.522,0,461.757,0.5,0,0.0004216,0,0.9194773,14.334,4.498,4.592,2.44,2.53,-2.35,-2.623,-4.158,9906.038,0.265,5899.293,-0.446,9.36,0.095,0,-0.176,3,100,0,0,0,0,0,6,0,6,0,8,-2.35
acyclovir,0,0,0,0,0,6,0,-2,225.207,9.68,436.987,133.948,249.562,53.476,0,702.072,4,8.9,0.1334694,0.0407335,0.8742145,18.601,7.683,18.421,16.133,-1.56,-2.35,-1.064,-3.822,42.589,-1.975,16.323,-5.354,8.586,0.247,2,-0.952,2,39.778,0,0,128.951,8,0,9,0,9,0,16,-2.35
ethylp-hydroxybenzoate,0,0,0,0,0,3,1,0,166.176,1.832,407.307,140.878,109.126,157.303,0,633.044,1,2.75,0.0053005,0.0067517,0.8753845,18.756,6.013,8.606,6.023,2.47,-2.35,-1.938,-4.299,914.235,-0.567,449.012,-2.689,9.427,0.347,1,-0.299,3,79.061,0,0,57.901,3,0,6,0,6,0,12,-2.35
PNU0178125,0,0,0,0,1,4,0,-1,379.408,12.122,671.049,315.188,139.758,141.344,74.76,1157.786,1,9,0.1269275,0.0134118,0.7946257,38.962,11.254,21.009,14.586,1.618,-2.35,-3.694,-4.155,295.013,-0.97,559.52,-3.213,8.671,1.08,1,-0.523,3,70.476,34.637,25.218,107.964,8,0,16,0,16,2,26,-2.35
glutethimide77-21-4,0,0,0,0,0,1,0,0,217.267,3.963,423.587,165.951,92.174,165.462,0,726.743,1,3,0.0216075,0.0070824,0.922876,23.868,7.318,10.872,6.69,1.9,-2.34,-3.006,-3.569,1323.78,-0.218,669.913,-2.539,9.811,0.122,2,0.005,3,87.167,0,0,63.601,3,0,12,0,12,3,16,-2.34
benzocaine,0,0,0,0,0,3,1,0,165.191,4.968,409.721,140.878,115.356,153.487,0,637.919,1.5,3,0.0386881,0.0089676,0.8746896,18.915,6.191,10.005,7.024,1.86,-2.32,-1.777,-4.292,797.958,-0.623,387.616,-2.817,8.601,0.204,1,-0.348,3,77.231,0,0,61.207,3,0,6,0,6,0,12,-2.32
phenobarbital,1,0,0,0,0,1,0,0,232.238,1.168,391.996,97.987,134.731,159.278,0,691.047,2,4,0.0019753,0.0144309,0.9643219,22.381,7.831,12.357,9.311,1.47,-2.32,-2.835,-2.869,522.694,-0.463,245.363,-3.345,9.836,0.617,1,-0.232,3,76.072,0,0,100.37,5,0,12,0,12,1,17,-2.32
sulfaphenazole526-08-9,0,0,0,0,0,4,0,-2,314.361,5.399,547.566,0,155.662,391.323,0.581,949.24,2.5,6.5,0.0307123,0.0187692,0.8530596,33.003,11.451,18.714,13.939,1.52,-2.32,-3.697,-5.776,330.947,-1.102,150.816,-2.626,9.05,0.55,1,-0.183,3,72.069,0,0,89.227,6,0,17,0,17,0,22,-2.32
2-naphthol,2,0,0,0,0,1,0,1,144.173,1.134,347.64,0,54.629,293.011,0,541.171,1,0.75,0.0023775,0.0021574,0.9238286,17.66,6.042,7.217,4.903,2.7,-2.28,-2.069,-4.162,3005.034,0.076,1624.982,-1.398,8.478,0.689,1,-0.145,3,93.168,0,0,22.529,1,0,10,0,10,0,11,-2.28
cocaine,0,1,0,0,0,3,2,1,303.357,4.804,581.036,315.213,74.581,191.241,0,1018.214,0,6,0.022669,0,0.8424063,34.495,9.533,14.507,8.174,2.3,-2.23,-2.414,-5.72,484.783,0.081,250.232,-3.995,9.498,0.465,2,-0.159,3,77.914,0,0,68.321,5,0,14,0,14,7,22,-2.23
thymol,3,0,0,0,0,2,0,1,150.22,1.547,395.466,250.406,44.371,100.689,0,629.031,1,0.75,0.0038043,0.0018965,0.897781,18.697,5.306,7.156,3.42,3.3,-2.22,-2.213,-3.666,3759.479,0.076,2070.117,-1.791,8.917,-0.255,3,0.056,3,95.343,0,0,20.768,1,0,6,0,6,0,11,-2.22
PNU176723;216869-09-9,0,0,0,0,1,2,0,-1,368.422,7.403,633.502,345.05,142.891,80.598,64.964,1109.156,1,10,0.0494055,0.0157853,0.817985,37.72,10.256,20.068,17.936,0.72,-2.218,-1.722,-3.487,11.216,-0.821,459.24,-3.677,9.062,0.336,2,-0.744,2,46.635,37.415,23.997,96.966,6,0,17,0,17,7,25,-2.2180407
toluene,10,0,0,0,0,0,0,1,92.14,0.375,298.295,88.206,0,210.089,0,440.408,0,0,0.0003189,0,0.9384754,13.477,3.886,3.521,0.973,2.73,-2.21,-2.401,-3.529,9906.038,0.368,5899.293,-0.779,9.384,-0.334,1,-0.103,3,100,0,0,0,0,0,6,0,6,0,7,-2.21
acebutolol,0,1,0,0,0,11,0,-1,336.43,8.86,702.435,502.833,105.122,94.479,0,1209.719,3,8.45,0.0648882,0.0208359,0.7816555,36.098,11.612,20.869,13.058,1.71,-2.972,-2.202,-6.242,248.842,-0.848,121.701,-4.131,8.959,0.705,4,-0.248,3,61.853,0,0,97.305,6,0,6,0,6,0,24,-2.2
chlormethiazole533-45-9,3,0,0,0,0,1,0,2,161.649,1.222,358.336,153.402,25.275,62.236,117.423,555.878,0,1.5,0.0026852,0,0.912418,16.044,4.852,5.648,2.475,2.203,-2.274,-2.328,-3.246,5704.453,0.589,10000,-1.67,9.658,0.96,3,-0.212,3,100,0,0,13.57,1,0,5,0,5,0,9,-2.2
propylthiouracil,0,0,0,0,0,2,0,0,170.229,6.81,373.515,170.018,96.333,26.527,80.637,587.478,2,3,0.078933,0.0113587,0.9082068,16.326,5.597,10.581,6.925,0.685,-2.15,-1.807,-3.144,1208.842,-0.138,1679.229,-3.009,9.158,1.335,1,-0.441,3,80.992,0,0,64.497,3,0,6,0,6,0,11,-2.15
PNU0179831,0,0,0,0,1,3,0,-2,233.229,6.652,499.077,187.983,195.758,115.335,0,800.753,1,7.7,0.055262,0.0154285,0.8355962,25.067,7.86,14.441,14.04,-0.692,-2.14,-1.966,-3.368,72.115,-1.486,58.114,-4.433,9.997,1.506,1,-1.082,3,51.166,0,35.364,108.236,7,0,10,0,10,2,17,-2.14
thiophenol,9,0,0,0,0,1,1,0,110.173,1.259,293.386,0,0,215.803,77.583,431.326,0.8,0.5,0.0036774,0.0015243,0.9410131,12.526,4.581,5.033,3.364,2.52,-2.12,-1.944,-3.516,9906.038,-0.037,10000,-0.663,8.736,0.067,1,-0.388,3,100,0,0,0,0,0,6,0,6,0,7,-2.12
adenine,2,0,0,0,0,1,0,-1,135.128,2.649,302.17,0,170.212,131.958,0,450.076,3,4,0.015587,0.0229282,0.9399505,12.476,5.344,10.587,10.615,-0.197,-1.851,-0.826,-3.133,240.868,-0.781,106.201,-4.096,8.601,0.113,1,-0.748,2,62.372,0,0,79.715,5,0,9,0,9,0,10,-2.12
atropine,0,1,0,0,0,5,1,1,289.374,3.778,549.651,303.519,63.45,182.682,0,979.273,0,4.7,0.014579,0,0.8676557,31.571,9.104,12.606,6.243,1.83,-2.12,-2.709,-5.271,618.162,0.099,325.414,-3.628,9.038,0.006,4,-0.009,3,79.113,0,0,55.601,4,0,14,0,14,7,21,-2.12
(+)-carvone,2,0,0,0,0,1,0,1,150.22,4.242,372.768,287.524,41.839,43.405,0,617.712,0,2,0.0291329,0,0.9409878,18.339,4.948,6.615,2.945,2.088,-2.06,-1.798,-2.694,3973.235,0.188,2197.627,-2.042,9.51,0.426,5,-0.166,3,94.577,0,0,27.509,1,0,6,0,6,3,11,-2.06
propoxur114-26-1,0,0,0,0,0,3,0,0,209.244,4.686,475.656,268.136,61.476,146.044,0,775.075,1,3.75,0.0283363,0.0078838,0.8578956,24.333,6.983,11.127,6.772,1.52,-2.05,-2.55,-4.528,2587.732,-0.174,1382.506,-1.85,8.933,-0.153,1,-0.105,3,90.029,0,0,54.584,4,0,6,0,6,0,15,-2.05
1;1;1-trichloroethane,12,0,0,0,0,0,0,1,133.405,2.25,269.496,79.764,0,0,189.733,384.522,0,0,0.0131631,0,0.9489125,9.235,3.22,2.835,0.434,2.49,-2,-1.819,-2.359,9906.038,0.352,10000,-1.52,10.818,0.249,0,-0.266,3,100,0,0,0,0,0,0,0,0,0,5,-2
camphor,2,0,0,0,0,0,0,1,152.236,3.732,360.954,318.508,42.446,0,0,595.814,0,2,0.0233722,0,0.9486809,17.69,4.5,6.286,2.846,1.914,-1.99,-1.848,-2.362,3920.882,0.249,2166.345,-2.302,10.311,-0.244,1,-0.187,3,94.841,0,0,26.012,1,0,7,0,7,6,11,-1.99
minoxidil38304-91-5,1,0,0,0,0,2,0,-1,209.25,2.886,432.219,218.579,164.275,49.366,0,704.274,4,3.5,0.0118268,0.0161955,0.8857056,21.218,7.162,14.487,11.077,1.24,-1.98,-2.085,-3.617,274.21,-0.953,122.176,-4.181,7.344,-0.135,1,-0.396,3,67.864,0,0,82.912,6,0,12,0,12,5,15,-1.98
PNU100592;165800-04-4,0,0,0,0,2,4,0,-2,394.402,6.61,674.772,358.052,199.265,88.591,28.865,1193.582,2,11.7,0.0366087,0.0245213,0.8064472,39.891,11.615,23.048,21.562,-0.544,-1.973,-2.252,-2.338,40.082,-1.649,76.994,-4.496,8.178,0.224,1,-1.166,2,46.527,28.865,63.231,134.319,9,0,17,0,17,6,28,-1.9726898
trichloroethene,11,0,0,0,0,0,0,1,131.389,1.413,263.493,24.1,0,27.746,211.647,368.514,0,0,0.0054212,0,0.9434066,8.859,3.307,2.747,0.616,2.42,-1.96,-1.652,-2.58,9906.038,0.24,10000,-1.422,9.556,0.062,0,-0.312,3,100,0,0,0,0,0,0,0,0,0,5,-1.96
PNU100766linezolid,0,0,0,0,1,2,0,-1,337.35,9.153,581.416,359.227,104.759,83.346,34.085,1025.983,1,8.7,0.0816543,0.0149635,0.8461315,34.418,9.076,18.393,13.659,0.48,-1.96,-2.856,-3.045,667.298,-0.449,765.142,-2.965,8.684,0.41,1,-0.673,3,75.72,34.085,22.381,92.386,7,0,17,0,17,6,24,-1.96
linezolid,0,0,0,0,1,2,0,-1,337.35,1.879,592.637,362.894,112.59,88.588,28.565,1035.269,1,8.7,0.00341,0.0146802,0.8351128,34.839,9.267,17.452,14.776,0.48,-1.96,-2.856,-3.248,438.652,-0.563,593.24,-3.09,8.951,0.631,1,-0.658,3,72.733,28.565,35.941,93.278,7,0,17,0,17,6,24,-1.96
PNU0180456,0,0,0,0,0,2,0,0,207.229,5.103,435.724,193.559,108.415,133.751,0,714.423,1,5.2,0.0364433,0.0119342,0.8870008,22.43,6.797,11.668,8.56,1.059,-1.95,-1.981,-3.998,928.547,-0.476,456.615,-2.854,8.864,-0.04,2,-0.451,3,78.31,0,0,63.623,4,0,11,0,11,2,15,-1.95
propane,15,0,0,0,0,0,0,2,44.096,0.025,235.708,235.708,0,0,0,317.92,0,0,0.000002,0,0.9557312,6.569,1.161,0.804,-1.196,2.36,-1.94,-1.996,-2.248,9906.038,0.664,5899.293,-1.045,11.625,-3.667,0,-0.459,3,100,0,0,0,0,0,0,0,0,0,3,-1.94
chloramphenicol,0,0,0,0,1,7,0,-2,323.132,8.761,529.397,80.653,200.769,122.5,125.474,902.2,3,6.9,0.0850668,0.022575,0.8529404,26.627,10.404,18.466,14.756,1.14,-1.94,-3.022,-3.121,77.7,-1.39,251.342,-4.116,10.436,1.321,4,-0.803,3,52.282,0,25.325,116.426,7,0,6,0,6,0,20,-1.94
oroticacid65-86-1,4,0,0,1,0,1,0,-2,156.098,4.46,316.701,0,277.967,38.734,0,468.983,2.25,4.75,0.0424199,0.0224975,0.9217641,12.343,5.281,10.575,10.389,-0.998,-0.981,-1.076,-1.175,5.801,-1.678,2.407,-6.41,9.877,1.807,0,-0.935,2,34.951,0,0,135.358,6,0,6,0,6,0,11,-1.94
dimethylaniline,6,0,0,0,0,1,0,2,121.182,1.516,340.572,147.236,6.495,186.841,0,526.946,0,1,0.0043616,0,0.9264027,16.077,4.599,4.964,2.618,2.31,-1.92,-1.571,-3.614,8596.25,0.453,5060.897,-0.885,8.225,-0.472,2,-0.162,3,100,0,0,4.823,1,0,6,0,6,0,9,-1.92
PNU0179954,1,0,0,0,1,3,0,-1,382.449,12.541,654.773,368.622,145.55,92.788,47.813,1173.925,1,10,0.1339722,0.0152725,0.8219294,39.786,11.009,21.899,17.666,1.119,-1.92,-2.043,-3.481,11.108,-0.936,347.399,-3.587,9.174,0.561,3,-0.62,2,46.837,26.336,21.358,96.865,6,0,17,0,17,7,26,-1.92
coumarin,2,0,0,0,0,0,1,1,146.145,6.501,331.866,0,72.697,259.169,0,515.457,0,2.5,0.0820015,0,0.9368358,16.95,5.564,7.642,5.238,1.39,-1.89,-1.45,-3.79,2025.413,0.011,1060.852,-1.946,9.349,1.185,0,-0.554,3,87.115,0,0,40.503,2,0,10,0,10,0,11,-1.89
meperidine,0,1,0,0,0,2,0,2,247.336,2.53,520.634,320.469,32.521,167.644,0,904.681,0,4,0.0070758,0,0.8688859,30.368,8.067,11.61,5.832,2.72,-1.89,-2.012,-5.179,1214.511,0.554,675.239,-3.399,9.271,-0.109,2,0.089,3,87.871,0,0,33.082,3,0,12,0,12,5,18,-1.89
PNU179954,1,0,0,0,1,3,0,-1,382.449,12.541,654.773,368.622,145.55,92.788,47.813,1173.925,1,10,0.1339722,0.0152725,0.8219294,39.786,11.009,21.899,17.666,1.119,-1.92,-2.043,-3.481,11.108,-0.936,347.399,-3.587,9.174,0.561,3,-0.62,2,46.837,26.336,21.358,96.865,6,0,17,0,17,7,26,-1.8836035
