molecule,#stars,#amine,#amidine,#acid,#amide,#rotor,#rctvFG,CNS,MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metabol,QPlogKhsa,HumanAbs,QP%HumanAbs,SAfluorine,SAamideO,PSA,#NandO,RuleOf5,#ringatoms,#in34,#in56,#noncon,#nonHatm
"Teclothiazide",1,0,0,0,0,2,0,-2,415.093,0.000,510.469,17.104,229.061,57.837,206.467,885.038,3.000,9.000,0.0000000,0.0305375,0.8733133,28.533,10.646,20.854,15.789,0.411,-3.600,-4.925,-3.858,66.637,-1.053,358.059,-5.345,0.000,0.000,1,-0.535,2,46.580,0.000,0.000,121.783,7,0,10,0,10,2,21
"Torasemide",0,0,0,0,1,5,0,-2,348.419,0.000,627.155,214.934,151.706,259.850,0.666,1107.461,1.000,4.500,0.0000000,0.0071753,0.8254213,37.438,11.623,17.264,10.536,2.978,-4.484,-4.849,-4.222,236.006,-1.221,165.754,-2.920,0.000,0.000,4,0.222,3,78.071,0.000,23.160,99.453,7,0,12,0,12,0,24
"Triamterene",1,0,0,0,0,4,0,-2,253.266,0.000,512.950,0.000,252.162,260.788,0.000,819.463,6.000,5.500,0.0000000,0.0262641,0.8256122,26.563,10.571,20.931,17.766,-0.111,-2.622,-2.054,-5.597,40.239,-2.144,15.351,-4.864,0.000,0.000,0,-0.614,2,53.990,0.000,0.000,119.607,7,1,16,0,16,0,19
"Trichlormethiazide",1,0,0,0,0,2,0,-2,380.648,0.000,499.179,28.769,234.299,60.977,175.134,856.682,3.000,9.000,0.0000000,0.0312282,0.8738876,27.429,10.209,20.366,15.808,0.105,-3.319,-4.164,-3.863,59.435,-1.173,213.119,-5.431,0.000,0.000,1,-0.587,2,45.521,0.000,0.000,123.028,7,0,10,0,10,2,20
"Tadalafil",0,0,0,0,2,0,1,0,389.410,0.000,591.687,232.494,86.794,272.399,0.000,1096.938,1.000,7.500,0.0000000,0.0126756,0.8693498,40.347,11.230,19.408,16.518,1.528,-2.544,-3.916,-2.196,542.047,-0.202,760.617,-2.160,0.000,0.000,4,-0.482,3,94.472,0.000,55.126,88.693,7,0,26,0,26,5,29
"Cisapride",0,1,0,0,0,10,0,0,465.951,0.000,813.656,378.512,91.390,230.166,113.589,1446.612,2.500,8.700,0.0000000,0.0169063,0.7602548,47.517,14.919,23.301,13.929,4.039,-5.414,-5.075,-7.235,335.853,-0.416,705.168,-3.496,0.000,0.000,4,0.337,3,90.670,46.992,0.000,83.535,7,0,18,0,18,5,32
"Carbazochrome",0,1,0,0,1,3,0,-2,236.230,0.000,460.924,147.335,245.363,68.226,0.000,751.798,3.000,5.200,0.0000000,0.0195404,0.8675001,22.658,8.004,16.001,15.230,-1.136,0.258,-0.530,-3.353,4.997,-1.392,4.445,-7.576,0.000,0.000,2,-0.746,2,43.325,0.000,46.140,130.540,7,0,9,0,9,2,17
"Glucuronamide",1,0,0,0,1,5,1,-2,193.156,0.000,355.378,87.020,268.358,0.000,0.000,563.788,5.000,10.000,0.0000000,0.0629208,0.9287207,13.198,6.687,17.636,21.981,-3.088,0.387,0.250,-1.311,11.841,-1.812,10.474,-5.985,0.000,0.000,4,-1.149,2,33.442,0.000,47.448,140.857,7,1,6,0,6,5,13
"Bisoxatin",0,0,0,0,0,2,2,-2,417.417,0.000,731.706,193.689,150.053,387.963,0.000,1283.698,1.000,8.250,0.0000000,0.0112750,0.7806752,47.640,14.267,22.565,14.289,3.268,-6.163,-5.541,-6.931,374.065,-1.199,170.906,-2.726,0.000,0.000,1,0.357,2,86.651,0.000,0.000,113.919,7,0,22,0,22,1,31
"Triacetyldiphenolisatin",1,0,0,0,0,2,2,-2,443.455,0.000,748.877,270.449,152.161,326.267,0.000,1351.052,0.000,8.000,0.0000000,0.0000000,0.7892278,49.747,14.228,22.234,12.214,3.542,-5.894,-6.107,-6.498,357.236,-1.186,162.610,-2.982,0.000,0.000,0,0.315,2,82.204,0.000,0.000,121.858,7,0,21,0,21,1,33
"Sultosilic",0,0,0,1,0,6,0,-2,344.354,0.000,519.814,88.198,245.880,181.555,4.181,921.328,1.000,8.250,0.0000000,0.0158711,0.8809008,28.599,10.146,17.616,12.146,0.735,-1.974,-3.845,-2.517,11.690,-1.900,5.411,-4.835,0.000,0.000,2,-0.826,2,40.554,0.000,0.000,124.911,7,0,12,0,12,0,22
"Propentofylline",0,0,0,0,0,7,1,-2,306.364,0.000,620.465,440.950,128.655,50.861,0.000,1066.584,0.000,7.000,0.0000000,0.0000000,0.8136631,32.522,9.349,14.571,7.784,2.014,-3.170,-3.203,-4.790,596.854,-1.154,283.198,-3.039,0.000,0.000,1,-0.455,3,70.262,0.000,0.000,98.327,7,0,9,0,9,0,22
"Exifone",0,0,0,0,0,8,0,-2,278.218,0.000,479.054,0.000,312.602,166.452,0.000,800.608,5.000,5.500,0.0000000,0.0256722,0.8704172,22.339,10.143,19.353,15.106,-0.490,-1.671,-2.764,-4.423,10.752,-2.669,3.687,-5.926,0.000,0.000,6,-0.679,1,33.441,0.000,0.000,151.843,7,1,12,0,12,0,20
"Cabergoline",0,2,0,0,1,8,0,1,451.611,0.000,816.142,505.626,96.426,214.090,0.000,1511.445,1.000,6.500,0.0000000,0.0079643,0.7804185,51.242,14.803,21.936,11.613,3.947,-4.166,-4.047,-6.184,49.073,-0.177,36.850,-5.900,0.000,0.000,7,0.766,2,88.433,0.000,23.172,83.767,7,0,16,0,16,6,33
"Almitrine",2,1,0,0,0,9,0,1,477.559,0.000,878.348,350.614,50.535,383.238,93.962,1554.942,2.000,6.500,0.0000000,0.0104655,0.7389942,53.956,16.039,23.258,12.163,6.069,-7.426,-6.336,-8.309,819.558,0.033,1443.925,-2.299,0.000,0.000,4,1.095,2,100.000,93.962,0.000,58.475,7,1,24,0,24,4,35
"Amlodipine",0,1,0,0,0,8,2,0,408.881,0.000,721.901,407.679,131.057,138.804,44.362,1305.719,2.000,6.200,0.0000000,0.0121459,0.8003026,42.290,13.062,20.419,10.579,3.631,-4.733,-4.841,-6.151,141.250,-0.775,115.473,-4.740,0.000,0.000,8,0.568,3,75.302,0.000,0.000,107.857,7,0,12,0,12,1,28
"Levosimendan",0,0,0,0,0,5,0,-2,280.288,0.000,568.659,125.965,271.800,170.894,0.000,944.798,2.000,7.000,0.0000000,0.0174085,0.8188521,30.078,10.447,18.512,12.820,0.541,-4.451,-3.846,-5.278,26.207,-2.440,9.657,-5.447,0.000,0.000,4,-0.338,2,43.530,0.000,0.000,132.544,7,0,12,0,12,2,21
"Nicorandil",0,0,0,0,0,5,1,-2,211.177,0.000,442.026,84.352,196.203,161.471,0.000,703.105,1.000,6.500,0.0000000,0.0147050,0.8650958,20.316,7.332,12.675,9.980,-0.100,-1.445,-1.594,-4.485,136.555,-1.486,57.507,-4.087,0.000,0.000,1,-0.839,3,61.095,0.000,0.000,106.901,7,0,6,0,6,0,15
"Pentoxifylline",0,0,0,0,0,5,1,-2,278.310,0.000,562.917,369.124,135.868,57.924,0.000,952.680,0.000,7.000,0.0000000,0.0000000,0.8317997,29.315,8.352,13.743,8.184,1.229,-2.405,-2.508,-4.530,509.870,-1.047,238.863,-3.339,0.000,0.000,1,-0.701,3,68.980,0.000,0.000,99.917,7,0,9,0,9,0,20
"Vesnarinone",0,0,0,0,0,3,0,-1,395.457,0.000,694.141,410.610,116.788,166.743,0.000,1245.425,1.000,8.000,0.0000000,0.0115250,0.8064841,43.354,12.037,20.341,12.001,3.123,-5.444,-5.133,-5.458,773.386,-0.814,374.731,-2.796,0.000,0.000,4,0.281,3,80.515,0.000,0.000,90.674,7,0,22,0,22,6,29
"Isosorbide",0,0,0,0,0,3,1,-1,191.140,0.000,348.463,186.434,162.029,0.000,0.000,555.707,1.000,7.600,0.0000000,0.0218101,0.9380777,14.159,5.041,10.732,9.948,-1.234,-0.131,-0.801,-2.534,287.989,-0.845,128.825,-4.218,0.000,0.000,3,-1.168,3,58.994,0.000,0.000,95.403,7,0,8,0,8,6,13
"Fursultiamine",0,0,0,0,0,11,1,-2,398.537,0.000,650.467,372.233,168.148,52.595,57.491,1199.978,3.000,9.900,0.0000000,0.0263615,0.8395671,35.308,12.009,21.566,14.525,1.689,-3.250,-4.220,-4.379,251.970,-1.549,230.257,-3.377,0.000,0.000,7,-0.425,3,60.883,0.000,0.000,109.487,7,0,11,0,11,4,26
"Diacerin",1,0,0,1,0,3,2,-2,368.299,0.000,616.464,179.619,265.366,171.480,0.000,1072.220,1.000,11.000,0.0000000,0.0178437,0.8218257,36.468,11.453,21.689,15.812,0.305,-3.033,-3.245,-3.425,7.639,-2.237,3.240,-5.518,0.000,0.000,0,-0.911,2,35.227,0.000,0.000,172.802,8,0,14,0,14,0,27
"Mycophenolate",1,1,0,0,0,10,1,-2,433.500,0.000,738.410,559.639,146.644,32.128,0.000,1364.243,0.000,9.200,0.0000000,0.0000000,0.8056165,42.329,12.179,19.512,9.568,2.211,-2.545,-4.062,-5.557,100.503,-1.147,45.678,-5.211,0.000,0.000,10,-0.307,3,64.743,0.000,0.000,117.856,8,0,15,0,15,5,31
"Benserazide",1,1,0,0,0,10,1,-2,257.246,0.000,504.595,103.864,299.377,101.354,0.000,820.481,7.000,7.450,0.0000000,0.0390627,0.8399782,21.229,10.083,21.463,19.044,-1.827,-0.124,-0.287,-5.331,3.579,-2.470,1.242,-7.782,0.000,0.000,8,-1.017,2,32.461,0.000,0.000,160.087,8,1,6,0,6,0,18
"Cafedrine",0,1,0,0,0,7,0,0,357.411,0.000,663.066,293.662,133.009,236.394,0.000,1162.376,2.000,8.200,0.0000000,0.0174893,0.8063179,38.127,12.077,19.756,13.290,1.890,-3.075,-2.881,-6.519,135.354,-0.824,63.016,-4.529,0.000,0.000,3,-0.109,3,81.066,0.000,0.000,102.021,8,0,15,0,15,0,26
"Flavodic",0,0,0,2,0,6,0,-2,370.315,0.000,645.903,70.936,275.593,299.374,0.000,1109.206,2.000,8.000,0.0000000,0.0175161,0.8023050,37.243,13.010,21.695,14.670,2.287,-4.239,-4.454,-2.544,1.548,-2.653,0.734,-4.968,0.000,0.000,4,-0.489,1,31.052,0.000,0.000,152.784,8,0,16,0,16,0,27
"Prednisolone",9,0,0,0,0,23,2,-2,684.952,0.000,1106.540,823.533,218.750,64.257,0.000,2219.397,2.000,10.450,0.0000000,0.0133556,0.7436260,68.512,21.475,32.658,12.456,7.239,-8.502,-10.799,-5.987,83.462,-3.460,33.776,-3.116,0.000,0.000,6,1.499,2,49.467,0.000,0.000,157.936,8,2,17,0,17,12,49
"Triamcinolone",0,0,0,0,0,6,2,-2,478.513,0.000,751.594,424.694,230.782,81.378,14.739,1396.313,2.000,10.450,0.0000000,0.0196629,0.8038412,46.651,13.777,25.649,15.555,2.142,-5.238,-5.937,-5.094,64.179,-2.143,30.621,-4.910,0.000,0.000,4,0.105,2,47.669,14.739,0.000,157.627,8,0,17,0,17,12,34
"Veralipride",0,1,0,0,0,9,0,-1,383.462,0.000,646.740,448.915,142.626,52.825,2.375,1195.604,3.000,10.500,0.0000000,0.0281203,0.8423517,36.420,11.403,21.681,15.357,0.886,-1.907,-2.464,-5.061,109.718,-0.915,51.748,-5.161,0.000,0.000,4,-0.437,3,67.030,0.000,0.000,110.529,8,0,11,0,11,4,26
"Nitrefazole",0,0,0,0,0,2,0,-2,248.198,0.000,463.762,76.969,219.681,167.111,0.000,758.960,0.000,3.500,0.0000000,0.0000000,0.8676593,24.531,7.913,12.245,6.472,1.217,-2.847,-3.487,-4.470,81.783,-1.503,33.042,-4.788,0.000,0.000,2,-0.200,2,55.813,0.000,0.000,106.456,8,0,11,0,11,0,18
"Nicomorphine",0,1,0,0,0,4,2,1,495.534,0.000,685.099,226.595,114.199,344.305,0.000,1366.386,0.000,10.250,0.0000000,0.0000000,0.8692151,49.248,14.073,23.567,13.700,2.303,-1.962,-5.082,-6.016,204.104,-0.287,98.234,-4.090,0.000,0.000,6,-0.327,3,92.479,0.000,0.000,96.122,8,0,30,0,30,8,37
"Suxibuzone",0,0,0,1,0,8,2,-2,438.479,0.000,718.250,242.413,178.189,297.647,0.000,1349.809,1.000,9.000,0.0000000,0.0125305,0.8223772,45.571,14.324,22.922,13.249,3.605,-4.664,-5.714,-4.018,51.254,-1.675,25.361,-2.987,0.000,0.000,2,-0.013,3,64.235,0.000,0.000,133.276,8,0,17,0,17,1,32
"Droxicam",0,0,0,0,0,0,0,-1,357.340,0.000,565.287,68.036,163.960,333.291,0.000,987.073,0.000,9.000,0.0000000,0.0000000,0.8481287,36.532,10.879,18.566,13.327,0.607,-2.217,-3.480,-5.579,276.098,-0.956,123.085,-3.367,0.000,0.000,1,-0.924,3,79.817,0.000,0.000,114.571,8,0,20,0,20,1,25
"Nitazoxanide",1,0,0,0,0,4,1,-2,307.280,0.000,551.729,89.025,201.661,215.120,45.923,912.139,1.000,7.500,0.0000000,0.0135936,0.8244160,29.836,10.042,16.752,11.868,0.928,-3.252,-3.308,-5.399,121.214,-1.543,90.228,-4.094,0.000,0.000,0,-0.505,2,63.210,0.000,0.000,128.434,8,0,11,0,11,0,21
"Tazanolast",0,0,0,0,0,5,2,-2,289.293,0.000,609.012,213.765,242.526,152.721,0.000,990.974,1.250,6.750,0.0000000,0.0123918,0.7893099,31.753,10.374,17.324,11.250,1.148,-4.146,-3.194,-5.670,49.663,-2.333,19.271,-4.971,0.000,0.000,1,-0.217,2,49.404,0.000,0.000,133.821,8,0,11,0,11,0,21
"Cinepazet",0,1,0,0,0,9,2,1,392.451,0.000,752.551,604.616,92.718,55.218,0.000,1322.110,0.000,9.250,0.0000000,0.0000000,0.7741184,41.505,11.688,17.899,9.662,2.312,-2.950,-3.020,-6.176,326.254,-0.612,163.095,-4.232,0.000,0.000,5,-0.400,3,79.177,0.000,0.000,93.160,8,0,12,0,12,4,28
"Molsidomine",2,1,0,0,0,3,1,1,242.234,0.000,500.753,332.250,135.502,33.001,0.000,814.481,0.000,9.700,0.0000000,0.0000000,0.8422912,24.830,6.805,13.445,10.963,-1.541,1.080,0.925,-4.967,128.185,-0.492,59.416,-5.675,0.000,0.000,1,-1.740,3,67.476,0.000,0.000,95.470,8,0,11,0,11,4,17
"Dofetilide",0,1,0,0,0,11,0,-2,441.559,0.000,785.219,332.508,193.088,256.801,2.823,1368.974,2.000,11.750,0.0000000,0.0211623,0.7593425,44.022,14.824,23.889,16.746,1.291,-3.259,-3.358,-7.377,36.454,-1.927,15.817,-5.180,0.000,0.000,3,-0.470,2,67.932,0.000,0.000,109.260,8,0,12,0,12,0,29
"Cefprozil",0,1,0,1,1,7,1,-2,389.425,0.000,610.739,167.507,274.681,145.404,23.147,1122.727,4.250,8.000,0.0000000,0.0270040,0.8553794,35.671,12.764,24.198,19.065,-1.506,-1.905,-2.640,-2.110,0.847,-1.906,0.859,-7.460,0.000,0.000,6,-0.657,1,31.323,0.000,33.108,157.943,8,0,14,4,10,3,27
"Amoxicillin",1,1,0,1,2,6,1,-2,365.403,0.000,552.662,154.259,269.284,111.374,17.745,1034.130,4.250,8.000,0.0000000,0.0298418,0.8948603,32.443,11.765,23.219,21.791,-2.607,0.076,-1.477,0.066,0.463,-1.598,0.911,-7.577,0.000,0.000,5,-1.070,1,30.447,0.000,72.502,161.497,8,0,13,4,9,4,25
"Carbenicillin",0,0,0,2,2,5,1,-2,378.399,0.000,626.246,169.913,248.682,180.367,27.283,1117.094,1.000,7.000,0.0000000,0.0111777,0.8314061,37.064,12.031,19.987,15.986,1.744,-2.394,-3.869,1.244,0.897,-2.069,1.954,-4.987,0.000,0.000,3,-0.889,1,29.918,0.000,61.829,162.047,8,0,13,4,9,4,26
"Chloramphenicol",6,0,0,0,1,21,1,-2,561.545,0.000,1007.628,610.030,213.206,106.071,78.321,1837.256,2.000,7.200,0.0000000,0.0101053,0.7199645,54.902,19.295,25.506,11.197,5.945,-8.016,-8.605,-5.195,65.540,-3.252,103.389,-3.059,0.000,0.000,4,0.881,2,53.470,0.000,19.794,131.253,8,2,6,0,6,0,37
"Clindamycin",7,1,0,0,1,24,2,-2,663.394,0.000,1185.302,992.498,121.694,0.000,71.109,2226.312,3.000,12.100,0.0000000,0.0176814,0.6956544,67.533,22.104,31.613,15.652,6.088,-7.548,-7.537,-5.808,128.445,-1.986,201.824,-3.521,0.000,0.000,6,0.716,2,68.687,0.000,16.339,105.545,8,2,11,0,11,9,44
"Cloxacillin",0,0,0,1,1,3,1,-1,435.881,0.000,586.858,222.548,180.251,106.594,77.464,1142.710,1.250,7.750,0.0000000,0.0147647,0.9007186,38.669,11.830,21.156,13.565,2.319,-3.364,-5.520,-0.465,32.539,-0.908,64.176,-4.178,0.000,0.000,2,-0.339,2,51.537,0.000,22.333,132.936,8,0,18,4,14,4,29
"Dicloxacillin",0,0,0,1,1,3,1,-1,470.326,0.000,616.194,250.101,179.420,77.028,109.645,1205.912,1.250,7.750,0.0000000,0.0140617,0.8891825,40.916,12.356,22.056,13.604,2.794,-3.917,-6.334,-0.511,31.815,-0.861,98.215,-4.267,0.000,0.000,2,-0.186,2,49.848,0.000,24.551,135.096,8,0,18,4,14,4,30
"Oxacillin",0,0,0,1,1,3,1,-2,401.436,0.000,582.889,222.357,194.006,138.093,28.433,1125.372,1.250,7.750,0.0000000,0.0148652,0.8976559,38.276,11.641,20.976,13.957,1.965,-3.036,-4.713,-0.665,23.445,-1.153,24.992,-4.321,0.000,0.000,2,-0.384,2,50.243,0.000,23.829,133.627,8,0,18,4,14,4,28
"Penamecillin",0,0,0,0,2,6,4,-2,406.453,0.000,722.617,320.650,193.548,185.439,22.980,1286.135,0.250,8.250,0.0000000,0.0057084,0.7914941,43.235,13.124,20.646,16.353,1.560,-2.886,-3.973,-3.041,40.508,-1.801,81.812,-3.857,0.000,0.000,2,-0.552,2,63.263,0.000,69.465,140.059,8,0,13,4,9,4,28
"Sulbactam",1,0,0,0,1,4,3,-2,347.382,0.000,574.476,380.267,194.209,0.000,0.000,1040.675,0.000,10.000,0.0000000,0.0000000,0.8645094,32.925,9.305,17.819,14.487,-0.755,0.169,-2.097,-2.350,66.233,-1.410,60.278,-4.715,0.000,0.000,1,-1.527,3,51.261,0.000,41.852,133.161,8,0,7,4,3,5,23
"Carfecillin",0,0,0,1,2,6,2,-2,454.497,0.000,690.917,138.291,187.881,340.279,24.465,1314.243,1.000,8.500,0.0000000,0.0123025,0.8398261,45.839,14.522,23.404,18.257,2.432,-2.688,-5.021,-1.190,12.758,-1.514,27.469,-3.207,0.000,0.000,3,-0.551,2,64.629,0.000,64.327,144.608,8,0,19,4,15,4,32
"Carindacillin",0,0,0,1,2,6,2,-2,494.561,0.000,759.974,298.382,188.246,249.427,23.918,1445.702,1.000,8.500,0.0000000,0.0111846,0.8136145,50.232,15.108,24.701,17.816,3.129,-3.879,-5.972,-1.181,12.629,-1.635,27.046,-3.534,0.000,0.000,5,-0.218,2,58.738,0.000,64.444,144.063,8,0,22,4,18,7,35
"Cefadroxil",1,1,0,1,1,6,1,-2,363.387,0.000,574.808,153.446,271.852,127.596,21.913,1035.935,4.250,8.000,0.0000000,0.0286921,0.8613848,32.670,11.818,23.038,18.877,-2.004,-1.631,-2.077,-1.928,0.943,-1.789,0.904,-7.567,0.000,0.000,6,-0.793,1,30.866,0.000,30.657,158.813,8,0,14,4,10,3,25
"Cefroxadine",0,1,0,1,1,6,1,-2,365.403,0.000,590.419,245.964,186.702,116.170,41.583,1057.356,3.250,8.000,0.0000000,0.0244271,0.8501309,33.418,11.219,20.767,16.836,-1.102,-1.972,-2.303,-2.055,5.998,-1.020,8.644,-6.038,0.000,0.000,6,-0.731,2,50.599,0.000,31.145,140.108,8,0,14,4,10,5,25
"Floxacillin",0,0,0,1,1,3,1,-2,453.872,0.000,615.361,225.316,199.303,104.868,85.874,1179.362,1.250,7.750,0.0000000,0.0140808,0.8772701,40.119,11.838,21.832,14.571,2.426,-3.507,-5.945,-0.836,17.536,-1.133,45.516,-4.535,0.000,0.000,2,-0.262,2,46.848,31.473,33.365,137.309,8,0,18,4,14,4,30
"Furazolidone",1,0,0,0,0,4,0,-2,225.160,0.000,425.748,118.222,190.332,117.194,0.000,679.602,0.000,5.000,0.0000000,0.0000000,0.8780422,19.594,6.597,10.563,6.878,0.114,-1.016,-2.176,-4.064,155.232,-1.323,66.053,-4.230,0.000,0.000,0,-0.916,3,59.677,0.000,0.000,110.897,8,0,10,0,10,2,16
"Nifuratel",1,0,0,0,0,6,0,-2,285.274,0.000,530.253,190.011,182.515,117.277,40.450,869.149,0.000,5.500,0.0000000,0.0000000,0.8306376,25.897,8.531,12.729,7.142,1.315,-2.585,-3.420,-4.832,184.122,-1.462,132.312,-3.894,0.000,0.000,0,-0.585,3,61.561,0.000,0.000,109.437,8,0,10,0,10,2,19
"Phthalylsulfacetamide",1,0,0,1,0,5,0,-2,362.356,0.000,612.514,94.332,243.788,272.611,1.783,1049.460,3.000,9.500,0.0000000,0.0268639,0.8153795,35.238,12.251,22.417,17.355,0.962,-3.524,-3.586,-4.012,12.237,-2.178,5.515,-4.572,0.000,0.000,0,-0.639,2,46.872,0.000,0.000,151.224,8,0,12,0,12,0,25
"Phthalylsulfathiazole",1,0,0,1,0,6,0,-2,403.427,0.000,627.205,0.000,223.786,357.683,45.736,1104.672,3.000,10.500,0.0000000,0.0289961,0.8239691,37.618,13.565,23.868,18.612,1.335,-3.521,-4.102,-4.279,18.938,-1.883,15.393,-3.808,0.000,0.000,0,-0.696,2,57.112,0.000,0.000,137.654,8,0,17,0,17,0,27
"Pipemidic",0,1,0,1,0,2,0,-1,303.320,0.000,554.110,286.548,190.861,76.700,0.000,954.206,1.000,7.500,0.0000000,0.0135352,0.8459229,31.482,9.159,17.114,11.283,-0.948,-2.861,-2.012,-3.310,9.693,-0.937,4.637,-6.637,0.000,0.000,1,-0.462,2,47.078,0.000,0.000,114.555,8,0,16,0,16,4,22
"Pivmecillinam",0,0,1,0,1,6,3,-1,439.569,0.000,724.090,578.544,112.501,0.000,33.045,1380.119,0.000,8.500,0.0000000,0.0000000,0.8279105,45.226,12.028,20.333,10.488,2.881,-4.118,-3.914,-2.942,630.763,-0.811,629.045,-5.079,0.000,0.000,1,-0.226,3,70.896,0.000,16.229,113.994,8,0,14,4,3,10,30
"Succinylsulfathiazole",0,0,0,1,0,7,0,-2,355.383,0.000,604.704,76.487,270.528,230.860,26.830,1016.205,3.000,10.500,0.0000000,0.0300751,0.8083690,32.225,11.982,22.090,17.786,0.262,-2.957,-3.078,-3.926,6.825,-2.553,4.024,-5.020,0.000,0.000,2,-0.949,2,37.779,0.000,0.000,147.824,8,0,11,0,11,0,23
"Sulfadimethoxine",0,0,0,0,0,6,0,-2,310.327,0.000,516.579,174.988,158.789,182.317,0.486,897.630,2.500,7.500,0.0000000,0.0229559,0.8711499,27.658,9.574,17.072,13.008,0.884,-2.395,-3.255,-4.486,309.105,-1.192,139.919,-3.228,0.000,0.000,3,-0.503,3,71.417,0.000,0.000,111.841,8,0,12,0,12,0,21
"Sulfadoxine",0,0,0,0,0,6,0,-2,310.327,0.000,497.227,147.165,178.927,169.306,1.829,887.002,2.500,8.250,0.0000000,0.0262343,0.8978971,27.108,9.679,17.779,13.749,0.445,-1.970,-2.989,-3.992,199.128,-1.273,88.473,-3.645,0.000,0.000,5,-0.593,3,65.747,0.000,0.000,109.797,8,0,12,0,12,0,21
"Sulfaguanole",0,0,1,0,0,5,0,-2,309.342,0.000,556.620,175.264,222.088,157.393,1.875,929.719,2.500,5.500,0.0000000,0.0156233,0.8276378,29.346,9.999,17.381,11.617,1.280,-3.637,-2.733,-5.072,77.596,-1.895,31.965,-6.641,0.000,0.000,3,-0.151,2,54.614,0.000,0.000,132.832,8,0,11,0,11,0,21
"Terizidone",0,0,0,0,0,6,2,-2,302.289,0.000,573.053,174.694,234.248,164.111,0.000,957.396,2.000,11.400,0.0000000,0.0281336,0.8197816,29.876,10.265,19.844,16.642,-0.792,-2.140,-1.715,-5.231,59.501,-2.122,23.429,-4.683,0.000,0.000,2,-1.056,2,52.121,0.000,0.000,130.442,8,0,16,0,16,4,22
"Tetroxoprim",0,0,0,0,0,10,0,-2,334.374,0.000,623.531,393.215,145.611,84.705,0.000,1084.794,4.000,6.950,0.0000000,0.0222924,0.8188524,31.647,10.798,19.040,13.285,1.868,-3.388,-3.707,-4.867,412.166,-1.487,189.797,-2.945,0.000,0.000,6,-0.289,3,68.349,0.000,0.000,104.196,8,0,12,0,12,0,24
"Acetosulfone",0,0,0,0,0,6,0,-2,369.410,0.000,565.633,92.800,265.238,207.249,0.347,992.279,4.000,11.000,0.0000000,0.0388944,0.8505876,31.684,11.674,23.523,19.664,-0.654,-2.483,-3.070,-4.938,30.245,-2.241,11.324,-5.102,0.000,0.000,2,-0.751,2,47.429,0.000,0.000,151.598,8,0,12,0,12,0,24
"Ethyl",0,0,0,0,0,6,3,-2,408.364,0.000,664.566,142.713,153.691,368.162,0.000,1173.550,2.000,8.500,0.0000000,0.0180882,0.8096446,40.475,13.257,21.366,14.846,2.382,-4.388,-5.120,-6.368,345.499,-1.361,156.843,-2.479,0.000,0.000,3,-0.089,3,84.512,0.000,0.000,128.845,8,0,20,0,20,0,30
"Pirisudanol",0,1,0,0,0,11,2,-2,340.375,0.000,681.221,430.678,203.551,46.992,0.000,1188.791,2.000,9.450,0.0000000,0.0196182,0.7966743,34.807,11.507,19.740,12.874,0.838,-2.326,-2.029,-5.772,29.009,-1.839,11.923,-6.112,0.000,0.000,8,-0.444,2,52.017,0.000,0.000,128.480,8,0,6,0,6,0,24
"Ketoconazole",1,0,0,0,1,5,1,-1,531.438,0.000,848.273,316.978,75.015,333.860,122.419,1559.711,0.000,8.250,0.0000000,0.0000000,0.7667590,56.243,16.675,23.817,14.184,5.166,-6.540,-7.521,-5.524,1017.329,-0.288,4704.476,-1.246,0.000,0.000,1,0.405,2,100.000,0.000,34.808,69.684,8,2,28,0,28,7,36
"Voglibose",2,1,0,0,0,12,0,-2,267.278,0.000,455.223,219.498,235.724,0.000,0.000,799.400,8.000,12.450,0.0000000,0.0773554,0.9150622,18.133,9.400,23.196,23.751,-2.679,0.329,0.760,-3.633,14.369,-1.638,5.580,-6.774,0.000,0.000,8,-1.024,2,41.284,0.000,0.000,138.920,8,1,6,0,6,6,18
"Bunazosin",0,0,0,0,1,5,0,-1,373.454,0.000,679.162,501.086,99.238,78.838,0.000,1208.040,2.000,7.500,0.0000000,0.0156172,0.8076920,39.734,11.164,19.408,13.797,2.397,-4.201,-4.076,-3.645,688.125,-0.752,567.029,-2.591,0.000,0.000,3,-0.107,3,79.118,0.000,27.281,88.262,8,0,17,0,10,5,27
"Cilazapril",0,1,0,1,0,8,2,-1,417.504,0.000,702.426,372.060,144.909,185.457,0.000,1322.605,2.000,9.500,0.0000000,0.0191266,0.8295664,43.411,13.268,22.874,14.179,0.875,-3.805,-3.722,-4.093,26.438,-0.924,13.718,-4.831,0.000,0.000,5,-0.124,2,65.067,0.000,0.000,111.952,8,0,17,0,12,8,30
"Fosinopril",0,0,0,1,1,13,2,-2,563.670,0.000,894.242,550.381,145.863,197.998,0.000,1764.330,1.000,12.000,0.0000000,0.0134192,0.7896417,57.998,17.207,28.061,16.050,4.369,-5.067,-6.715,-2.698,72.988,-1.780,54.389,-2.262,0.000,0.000,4,-0.108,2,65.639,0.000,19.225,125.854,8,1,17,0,17,10,39
