molecule,#stars,#amine,#amidine,#acid,#amide,#rotor,#rctvFG,CNS,MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metabol,QPlogKhsa,HumanAbs,QP%HumanAbs,SAfluorine,SAamideO,PSA,#NandO,RuleOf5,#ringatoms,#in34,#in56,#noncon,#nonHatm,logPow
tylosin1401-69-0,12,1,0,0,0,32,5,-2,916.111,10.123,1213.844,967.523,233.725,12.596,0,2591.159,4,28.15,0.0395466,0.0463816,0.7516197,77.117,24.557,47.216,30.842,1.219,-1.081,-7.01,-6.337,15.01,-3.725,5.849,-4.773,9.066,0.745,11,-1.476,2,42.569,0,0,233.849,18,2,18,0,18,15,64,1.63
bromazepam,0,0,0,0,0,0,0,0,316.156,6.686,504.967,49.421,113.762,265.481,76.302,839.963,1,4.5,0.0532128,0.0089115,0.8525945,29.997,9.37,14.782,9.438,2.494,-4.252,-4.729,-5.183,826.213,-0.293,1053.703,-2.681,9.327,1.112,2,0.054,3,87.549,0,0,70.827,4,0,17,0,12,1,19,1.69
moprolol,0,1,0,0,0,8,0,1,239.314,3.975,538.934,336.063,43.362,159.508,0,900.381,2,4.7,0.0175463,0.0123332,0.8367204,26.266,8.36,13.343,8.19,2.187,-1.877,-1.552,-5.661,958.504,0.067,522.799,-3.051,8.95,-0.234,4,-0.2,3,100,0,0,46.086,4,0,6,0,6,0,17,1.69
acebutolol,0,1,0,0,0,11,0,-1,336.43,8.86,702.435,502.833,105.122,94.479,0,1209.719,3,8.45,0.0648882,0.0208359,0.7816555,36.098,11.612,20.869,13.058,1.953,-2.972,-2.202,-6.242,248.842,-0.848,121.701,-4.131,8.959,0.705,4,-0.248,3,78.703,0,0,97.305,6,0,6,0,6,0,24,1.71
camptothecin7689-03-4,1,0,0,0,0,2,0,-1,348.357,8.185,582.086,205.405,132.885,243.795,0,1031.82,1,7.75,0.0649337,0.0133142,0.8483611,36.183,10.688,18.509,12.339,1.909,-3.794,-4.144,-5.148,544.186,-0.788,256.286,-2.918,8.66,1.857,3,-0.152,3,81.568,0,0,95.301,6,0,21,0,21,3,26,1.74
pindolol,0,1,0,0,0,7,0,0,248.324,4.289,542.481,249.125,70.029,223.327,0,908.349,3,3.95,0.0202534,0.0126117,0.8361465,27.836,9.303,15.248,9.76,2.207,-2.126,-1.801,-5.975,535.444,-0.128,278.613,-3.414,8.204,0.027,3,-0.106,3,95.366,0,0,52.291,4,0,9,0,9,0,18,1.75
amphetamine,1,1,0,0,0,3,0,1,135.208,1.871,370.257,134.973,42.41,192.874,0,581.463,2,1,0.0060173,0.0038195,0.9099339,17.032,5.773,8.321,5.463,1.577,-0.581,-0.322,-4.635,978.637,0.44,534.678,-3.396,9.269,-0.431,3,-0.293,3,100,0,0,23.51,1,0,6,0,6,0,10,1.76
propene,13,0,0,0,0,0,0,2,42.08,0.307,226.087,174.194,0,51.894,0,300.276,0,0,0.0003132,0,0.9591855,6.359,1.352,0.828,-0.806,1.252,-0.942,-0.942,-2.44,9906.038,0.541,5899.293,-1.337,10.079,-1.128,1,-0.51,3,100,0,0,0,0,0,0,0,0,0,3,1.77
dimethyldisulfide,12,0,0,0,0,1,1,1,94.189,2.381,270.543,177.882,0,0,92.661,383.977,0,1,0.0147686,0,0.9443474,8.571,2.471,2.643,1.167,1.896,-0.954,-0.954,-2.433,9906.038,0.091,10000,-1.423,9.415,1.975,0,-0.577,3,100,0,0,0,0,0,0,0,0,0,4,1.77
fluroxene,8,0,0,0,0,2,0,2,126.078,3.588,314.663,118.531,13.684,50.743,131.706,447.053,0,0,0.0287982,0,0.8985834,10.937,1.62,3.352,0.519,2.679,-2.429,-2.185,-3.415,7347.448,0.653,10000,-1.401,10.369,-0.482,0,-0.169,3,100,131.706,0,9.328,1,0,0,0,0,0,8,1.77
2-ethyl-3-methoxypyrazine,2,0,0,0,0,2,0,1,138.169,1.377,356.028,219.992,31.435,104.6,0,553.148,0,2,0.0034279,0,0.9153245,15.698,4.366,5.295,3.03,1.835,-1.591,-1.499,-3.401,4986.547,0.193,2809.242,-1.538,9.854,0.495,4,-0.396,3,100,0,0,31.184,3,0,6,0,6,0,10,1.8
ethane,15,0,0,0,0,0,0,2,30.069,0,202.262,202.262,0,0,0,256.736,0,0,0,0,0.9658458,4.121,0.515,-0.02,-1.387,1.713,-1.362,-1.362,-2.085,9906.038,0.597,5899.293,-1.466,12.086,-3.866,0,-0.637,3,100,0,0,0,0,0,0,0,0,0,2,1.81
Thiophene,13,0,0,0,0,0,0,1,84.136,0.968,248.064,0,0,193.314,54.75,346.664,0,0,0.0027047,0,0.9620713,9.566,3.351,2.476,1.65,1.824,-1.337,-1.337,-3.068,9906.038,0.192,10000,-0.839,9.556,0.23,0,-0.376,3,100,0,0,0,0,0,5,0,5,0,5,1.81
m-nitrobenzoicacid,1,0,0,1,0,2,0,-2,167.121,4.065,346.96,0,202.929,144.031,0,535.26,1,3,0.0308712,0.0086465,0.9188865,15.358,5.921,8.468,6.892,0.69,-1.358,-1.877,-1.724,29.862,-1.159,14.144,-4.56,10.811,1.549,1,-0.686,2,48.478,0,0,94.765,5,0,6,0,6,0,12,1.83
atropine,0,1,0,0,0,5,1,1,289.374,3.778,549.651,303.519,63.45,182.682,0,979.273,0,4.7,0.014579,0,0.8676557,31.571,9.104,12.606,6.243,2.643,-2.139,-2.709,-5.271,618.162,0.099,325.414,-3.628,9.038,0.006,4,-0.009,3,94.351,0,0,55.601,4,0,14,0,14,7,21,1.83
dexamethasone,0,0,0,0,0,5,0,-2,392.466,4.77,595.188,316.429,179.774,84.117,14.869,1133.856,3,8.15,0.0200646,0.0237172,0.88352,36.816,11.289,21.341,14.27,1.787,-3.645,-4.74,-3.818,195.482,-1.237,102.228,-4.056,9.799,0.857,4,-0.008,3,60.102,14.869,0,105.348,5,0,17,0,17,12,28,1.83
TIMOLOL,0,1,0,0,0,7,0,1,316.418,2.937,549.015,406.402,71.03,10.976,60.607,1000.974,2,6.9,0.0086172,0.0177738,0.8814463,29.515,9.089,15.944,9.801,1.879,-1.887,-2.462,-4.229,523.874,0.079,584.458,-4.18,8.903,1.409,4,-0.218,3,81.563,0,0,74.717,7,0,11,0,11,4,21,1.83
penicillinG,0,0,0,1,2,4,1,-2,334.389,4.377,591.922,209.442,173.797,187.329,21.355,1041.706,1.25,6.25,0.0183941,0.0118051,0.8395836,34.756,10.859,17.048,15.854,1.559,-1.982,-3.129,-0.465,15.787,-1.269,36.827,-3.679,9.584,0.689,2,-0.723,2,58.245,0,69.484,117.002,6,0,13,4,9,4,23,1.83
hydrocinnamicacid501-52-0,1,0,0,1,0,3,0,-1,150.177,2.32,374.565,67.415,108.99,198.159,0,585.015,1,2,0.0092014,0.0053395,0.9031285,17.224,6.025,7.843,5.483,2.068,-1.912,-1.823,-2.237,232.244,-0.508,129.852,-2.542,9.614,-0.144,2,-0.46,3,74.51,0,0,51.478,2,0,6,0,6,0,11,1.84
Nitrobenzene,5,0,0,0,0,1,0,0,123.111,6.656,304.915,0,97.406,207.509,0,453.557,0,1,0.0976799,0,0.9362857,13.337,4.679,5.788,3.291,1.336,-1.309,-1.619,-3.553,1180.865,-0.238,592.093,-2.488,10.487,1.242,1,-0.375,3,87.777,0,0,44.89,3,0,6,0,6,0,9,1.85
digitoxin71-63-6,11,0,0,0,0,11,3,-2,764.949,13.959,1107.866,864.502,215.61,27.754,0,2214.618,5,20.75,0.0879842,0.0418809,0.7416695,75.677,21.871,45.187,29.376,2.537,-6.734,-7.759,-5.844,89.386,-2.713,36.375,-4.339,10.311,0.772,7,-0.078,2,47.89,0,0,173.974,13,2,40,0,40,33,54,1.85
cis-1;2-dichloroethene,12,0,0,0,0,0,0,1,96.944,2.779,239.475,55.755,0,40.257,143.464,325.111,0,0,0.0237615,0,0.9548297,7.241,2.534,2.139,0.619,1.734,-1.201,-1.201,-2.455,9906.038,0.303,10000,-1.378,9.629,-0.23,0,-0.438,3,100,0,0,0,0,0,0,0,0,0,4,1.86
benzocaine,0,0,0,0,0,3,1,0,165.191,4.968,409.721,140.878,115.356,153.487,0,637.919,1.5,3,0.0386881,0.0089676,0.8746896,18.915,6.191,10.005,7.024,1.325,-2.216,-1.777,-4.292,797.958,-0.623,387.616,-2.817,8.601,0.204,1,-0.348,3,80.013,0,0,61.207,3,0,6,0,6,0,12,1.86
benzoicacid,4,0,0,1,0,1,0,-1,122.123,2.824,310.082,0,106.485,203.597,0,464.378,1,2,0.0171716,0.0064499,0.9352691,13.733,5.053,6.853,5.788,1.354,-1.126,-1.211,-1.743,245.304,-0.308,137.762,-2.669,9.98,0.528,0,-0.678,3,75.459,0,0,50.306,2,0,6,0,6,0,9,1.87
p-chloroaniline,5,0,0,0,0,1,0,1,127.573,4.405,304.75,0,60.61,172.544,71.596,452.085,1.5,1,0.0429149,0.0040188,0.9347615,12.944,4.983,7.194,5.025,1.542,-1.417,-1.485,-3.41,2637.133,0.216,3481.328,-1.933,8.392,-0.153,1,-0.483,3,94.386,0,0,25.83,1,0,6,0,6,0,8,1.88
metoprolol,0,1,0,0,0,10,0,1,267.367,2.08,608.768,421.85,46.738,140.181,0,1023.174,2,5.65,0.0042292,0.0131254,0.8066394,29.711,9.417,14.716,8.744,2.515,-2.456,-1.836,-6.055,890.403,-0.12,482.768,-2.99,9.176,-0.077,5,-0.148,3,95.653,0,0,48.053,4,0,6,0,6,0,19,1.88
glutethimide77-21-4,0,0,0,0,0,1,0,0,217.267,3.963,423.587,165.951,92.174,165.462,0,726.743,1,3,0.0216075,0.0070824,0.922876,23.868,7.318,10.872,6.69,2.145,-2.817,-3.006,-3.569,1323.78,-0.218,669.913,-2.539,9.811,0.122,2,0.005,3,86.349,0,0,63.601,3,0,12,0,12,3,16,1.9
p-nitrophenol,3,0,0,0,0,2,0,-1,139.11,6.832,317.184,0,152.058,165.127,0,476.156,1,1.75,0.0980328,0.0055173,0.9297213,13.195,5.172,7.759,5.387,0.635,-1.136,-1.652,-3.457,358.046,-0.73,163.009,-3.548,10.159,1.133,2,-0.498,3,71.937,0,0,67.414,4,0,6,0,6,0,10,1.91
benzylmethylether,5,0,0,0,0,2,0,0,122.166,1.599,342.097,136.23,0,205.867,0,524.076,0,1.7,0.0048785,0,0.9189216,15.501,4.576,5.099,3.176,2.118,-1.811,-1.811,-3.826,9906.038,-0.313,5899.293,-0.602,9.451,-0.277,2,-0.4,3,100,0,0,8.058,1,0,6,0,6,0,9,1.92
cromolyn16110-51-3,2,0,0,2,0,9,0,-2,468.373,4.761,697.304,71.655,324.384,301.265,0,1286.552,3,12.2,0.0176169,0.0303039,0.8204037,42.432,15.263,26.145,20.078,1.331,-3.402,-4.874,-2.26,0.533,-3.192,0.232,-5.573,9.104,1.191,3,-0.855,1,19.448,0,0,206.796,11,1,20,0,20,0,34,1.92
toliprolol,0,1,0,0,0,7,0,1,223.314,2.171,535.41,337.131,47.322,150.957,0,883.587,2,3.95,0.0053329,0.0104334,0.8317221,26.154,8.138,12.752,7.632,2.321,-2.176,-1.449,-5.701,879.121,0.084,476.16,-3.25,8.988,-0.287,4,-0.088,3,96.201,0,0,38.663,3,0,6,0,6,0,16,1.93
p-cresol,5,0,0,0,0,1,0,1,108.14,1.581,310.636,88.23,54.663,167.742,0,463.1,1,0.75,0.0054,0.0024144,0.9318878,13.339,4.381,5.558,3.962,1.576,-1.388,-1.223,-3.434,3002.821,0.084,1623.689,-1.84,8.911,-0.261,2,-0.361,3,95.509,0,0,22.532,1,0,6,0,6,0,8,1.94
corticosterone,0,0,0,0,0,4,1,-2,346.466,3.062,578.773,390.183,159.436,29.154,0,1088.887,2,7.4,0.0086083,0.0180817,0.8843925,35.133,10.228,18.49,11.731,1.928,-3.663,-4.15,-3.542,304.765,-1.037,136.955,-3.971,9.701,0.453,5,0.044,3,61.479,0,0,91.115,4,0,17,0,17,14,25,1.94
chloroform,14,0,0,0,0,0,3,1,119.378,1.627,242.633,26.233,0,0,216.401,330.111,0,0,0.0080164,0,0.9520384,7.057,2.789,2.151,0.379,1.893,-1.253,-1.253,-2.308,9906.038,0.244,10000,-1.52,10.789,0.348,0,-0.424,3,100,0,0,0,0,0,0,0,0,0,4,1.97
pent-1-yne,13,0,0,0,0,2,0,2,68.118,0.735,284.119,224.159,0,59.96,0,399.188,0.5,0,0.0013536,0,0.9228193,9.11,2.267,2.404,0.022,2.243,-1.972,-1.972,-3.067,9906.038,0.641,5899.293,-1.116,10.714,-1.822,1,-0.401,3,100,0,0,0,0,0,0,0,0,0,5,1.98
piroxicam,1,0,0,0,0,3,0,-2,331.345,8.624,549.818,59.542,159.67,330.31,0.296,955.299,1,7.75,0.0778534,0.0140956,0.8531765,33.305,10.766,17.914,12.812,1.361,-3.099,-3.754,-5.483,303.213,-1.079,136.71,-3.011,8.554,1.888,3,-0.383,3,80.658,0,0,102.812,7,0,16,0,16,1,23,1.98
1;3-butadiene,12,0,0,0,0,1,0,2,54.091,0,249.897,145.517,0,104.38,0,343.443,0,0,0,0,0.9490899,7.945,2.124,1.406,-0.601,1.693,-1.391,-1.391,-2.854,9906.038,0.483,5899.293,-1.056,9.425,-0.205,0,-0.427,3,100,0,0,0,0,0,0,0,0,0,4,1.99
hexanol,8,0,0,0,0,5,0,0,102.176,1.928,346.949,290.664,56.285,0,0,522.19,1,1.7,0.0071208,0.0048999,0.9038958,11.534,3.571,5.011,2.973,1.402,-1.176,-0.872,-3.087,2898.331,-0.197,1562.706,-2.077,10.909,-2.928,1,-0.505,3,84.405,0,0,23.063,1,0,0,0,0,0,7,2.03
EtEtOPOSEtSEt,1,0,0,0,0,8,2,1,242.331,3.151,532.637,447.739,20.969,0,63.93,870.599,0,5.5,0.0114067,0,0.8278381,23.551,6.735,9.746,4.819,2.395,-2.407,-2.355,-4.318,6266.93,0.034,8055.257,-1.138,8.899,1.035,0,-0.666,3,92.892,0,0,24.005,2,0,0,0,0,0,13,2.03
furosemide,0,0,0,1,0,6,0,-2,330.742,6.258,515.064,32.516,224.836,201.325,56.387,881.798,3,7,0.0444186,0.0235395,0.8634087,27.206,10.488,18.13,13.842,1.194,-2.73,-3.796,-2.895,18.509,-1.67,17.176,-4.378,9.122,1.302,3,-0.644,2,46.873,0,0,129.414,7,0,11,0,11,0,21,2.03
heptabarbital509-86-4,0,0,0,0,0,1,0,0,250.297,1.551,430.99,296.876,134.114,0,0,773.078,2,4,0.0031107,0.0131253,0.9451777,24.142,7.31,12.711,8.317,1.445,-2.636,-3.234,-2.419,529.782,-0.498,248.961,-3.895,9.835,0.54,2,-0.051,3,65.702,0,0,100.202,5,0,13,0,6,6,18,2.03
1-chloropropane,12,0,0,0,0,0,0,2,78.541,2.597,260.673,187.443,0,0,73.23,363.03,0,0,0.0185744,0,0.9441289,8.374,2.079,2.027,0.372,1.937,-1.595,-1.595,-2.436,9906.038,0.567,10000,-1.52,10.423,-1.218,0,-0.328,3,100,0,0,0,0,0,0,0,0,0,4,2.04
isoflurane,9,0,0,0,0,1,1,1,184.493,2.081,300.89,49.089,0,0,251.802,447.196,0,0,0.0096868,0,0.939916,11.101,1.627,3.695,0.311,2.947,-2.471,-2.471,-2.504,9906.038,0.29,10000,-1.423,11.193,0.158,1,-0.126,3,100,195.594,0,8.474,1,0,0,0,0,0,10,2.06
amobarbital,2,0,0,0,0,4,0,-1,226.275,1.042,427.934,281.592,146.342,0,0,741.803,2,4,0.0014623,0.013219,0.9260766,20.965,6.935,11.484,7.731,1.16,-2.099,-2.705,-2.728,405.635,-0.815,186.548,-3.833,10.971,0.613,0,-0.265,3,62.763,0,0,101.266,5,0,6,0,6,1,16,2.07
pentobarbital,2,0,0,0,0,4,0,-1,226.275,1.169,421.986,287.766,134.22,0,0,734.843,2,4,0.0018607,0.0134053,0.9332477,20.686,6.842,11.346,7.634,1.207,-2.005,-2.705,-2.612,528.553,-0.705,248.337,-3.609,10.94,0.582,0,-0.277,3,65.677,0,0,97.571,5,0,6,0,6,1,16,2.07
isoquinoline,3,0,0,0,0,0,0,1,129.161,2.636,328.251,0,27.968,300.284,0,505.108,0,1.5,0.013753,0,0.9344331,16.928,5.399,5.999,4.219,2.018,-1.652,-1.522,-4.025,5378.779,0.35,3048.825,-0.977,8.891,0.957,1,-0.317,3,100,0,0,12.867,1,0,10,0,10,0,10,2.08
trans-1;2-dichloroethene,12,0,0,0,0,0,0,1,96.944,0,242.436,49.445,0,37.762,155.229,328.091,0,0,0,0,0.9489246,7.337,2.556,1.893,0.614,1.804,-1.232,-1.232,-2.539,9906.038,0.291,10000,-1.386,9.659,-0.222,0,-0.43,3,100,0,0,0,0,0,0,0,0,0,4,2.09
quinoline,4,0,0,0,0,0,0,1,129.161,2.085,329.363,0,21.826,307.536,0,504.511,0,1,0.0086126,0,0.930546,16.974,5.357,5.649,3.737,2.309,-1.935,-1.769,-4.122,6150.643,0.395,3524.356,-0.838,9.001,0.877,1,-0.185,3,100,0,0,12.245,1,0,10,0,10,0,10,2.09
phenoxymethylpenicillin87-08-,0,0,0,1,2,5,1,-2,350.389,7.117,624.579,200.93,186.931,208.773,27.945,1076.696,1.25,7,0.0470446,0.0125304,0.8134048,35.719,11.453,18.195,17.087,1.413,-1.968,-3.195,-0.991,10.737,-1.553,29.352,-3.749,9.151,0.651,3,-0.833,2,56.458,0,74.866,126.716,7,0,13,4,9,4,24,2.09
Anisole,6,0,0,0,0,1,0,1,108.14,1.294,303.244,92.733,0,210.511,0,456.456,0,0.75,0.0036656,0,0.9454494,13.482,4.154,3.95,2.399,2.191,-1.923,-1.923,-3.419,9906.038,0.035,5899.293,-0.682,9.056,-0.276,1,-0.3,3,100,0,0,8.269,1,0,6,0,6,0,8,2.11
methylbenzoate,2,0,0,0,0,1,1,1,136.15,2.993,358.05,97.828,57.255,202.968,0,544.42,0,2,0.0164537,0,0.9005552,16.93,4.996,6.197,4.1,1.714,-1.792,-1.449,-4.109,2837.599,0.033,1527.343,-1.764,9.908,0.442,0,-0.379,3,100,0,0,36.127,2,0,6,0,6,0,10,2.12
p-chloroacetanilide,1,0,0,0,0,1,0,1,169.61,5.87,385.559,94.415,58.055,161.444,71.645,591.642,1,2.5,0.058244,0.0064841,0.8839883,18.423,5.807,9.275,5.872,1.986,-2.611,-2.097,-4.179,2788.436,0.184,3700.009,-1.925,8.766,0.249,0,-0.279,3,94.291,0,0,38.179,2,0,6,0,6,0,11,2.12
chlormethiazole533-45-9,3,0,0,0,0,1,0,2,161.649,1.222,358.336,153.402,25.275,62.236,117.423,555.878,0,1.5,0.0026852,0,0.912418,16.044,4.852,5.648,2.475,2.537,-2.571,-2.328,-3.246,5704.453,0.589,10000,-1.67,9.658,0.96,2,-0.212,3,95.832,0,0,13.57,1,0,5,0,5,0,9,2.12
benzene,13,0,0,0,0,0,0,1,78.113,0,266.024,0,0,266.024,0,380.333,0,0,0,0,0.9543041,11.607,3.778,2.983,1.165,2.08,-1.722,-1.722,-3.54,9906.038,0.192,5899.293,-0.582,9.646,-0.328,0,-0.278,3,100,0,0,0,0,0,6,0,6,0,6,2.13
Indole,5,0,0,0,0,0,0,1,117.15,2.725,310.124,0,28.203,281.921,0,466.447,1,0,0.0159194,0,0.9379179,15.206,5.107,6.048,4.04,2.173,-1.692,-1.626,-3.881,5351.178,0.35,3031.919,-1.046,8.292,-0.083,0,-0.213,3,100,0,0,13.775,1,0,9,0,9,0,9,2.14
mexiletine31828-71-4,1,1,0,0,0,4,0,2,179.261,1.247,411.579,258.797,33.169,119.613,0,690.155,2,1.75,0.0022513,0.0060131,0.9176487,20.04,6.396,9.558,5.519,1.996,-1.027,-1.136,-4.161,1197.451,0.458,664.993,-3.388,9.281,-0.114,5,-0.125,3,100,0,0,28.995,2,0,6,0,6,0,13,2.15
benzylethylether,4,0,0,0,0,3,0,0,136.193,1.564,385.021,180.938,0,204.083,0,594.958,0,1.7,0.0041092,0,0.8885291,17.679,5.044,5.754,3.047,2.596,-2.549,-2.549,-4.309,9906.038,-0.223,5899.293,-0.513,9.438,-0.286,2,-0.237,3,100,0,0,7.451,1,0,6,0,6,0,10,2.16
alfentanil71195-58-9,0,1,0,0,0,9,0,0,416.522,4.549,738.266,475.742,113.229,149.295,0,1356.926,0,10.7,0.0152471,0,0.8028908,43.797,12.711,20.073,11.836,1.801,-1.92,-2.902,-6.16,208.472,-0.751,100.508,-4.279,9.339,0.754,4,-0.687,3,80.256,0,0,100.749,9,0,17,0,17,5,30,2.16
clindamycin18323-44-9,0,1,0,0,1,10,1,-1,424.982,6.344,655.169,470.071,136.263,0,48.836,1268.077,4,11.8,0.0317387,0.0360212,0.8647855,38.173,12.205,25.042,19.948,0.31,-0.726,-2.093,-3.072,69.008,-0.736,108.05,-5.133,9.305,0.226,6,-0.78,3,65.186,0,32.879,97.567,7,0,11,0,11,9,27,2.16
oxyprenolol,0,1,0,0,0,10,0,1,265.352,2.919,562.917,335.164,22.32,205.433,0,971.756,2,4.7,0.0087663,0.0118078,0.8428669,28.277,9.268,13.864,7.976,2.829,-1.953,-2.122,-5.78,1517.55,0.15,859.061,-2.31,9.1,0.062,5,-0.1,3,100,0,0,44.965,4,0,6,0,6,0,19,2.18
griseofulvin126-07-8,0,0,0,0,0,3,0,0,352.771,8.468,568.604,367.031,83.37,58.152,60.051,1023.281,0,7,0.070069,0,0.8636772,33.427,9.191,15.521,8.304,2.282,-3.1,-4.353,-4.015,1604.346,-0.215,1758.777,-2.563,9.12,0.861,3,-0.411,3,81.61,0,0,82.778,6,0,14,0,14,3,24,2.18
3;4-xylenol,4,0,0,0,0,1,0,1,122.166,1.428,335.81,154.182,54.636,126.993,0,515.069,1,0.75,0.0039599,0.0022334,0.9253687,15.03,4.602,6.051,3.745,1.86,-1.847,-1.549,-3.345,3004.606,0.078,1624.732,-1.983,8.853,-0.27,3,-0.218,3,92.912,0,0,22.54,1,0,6,0,6,0,9,2.23
omeprazole(5-methoxy),1,0,0,0,0,5,0,-1,345.415,0.951,610.928,320.295,80.66,190.222,19.751,1069.908,1,8,0.0008457,0.0130948,0.8280804,35.27,10.407,17.036,13.78,2.4,-2.485,-2.673,-5.221,67.764,-0.474,1127.778,-1.856,8.638,0.741,7,-0.245,3,90.697,0,0,70.028,6,0,15,0,15,0,24,2.23
Oxazepam,0,0,0,0,0,1,0,0,286.717,6.354,514.79,19.366,133.555,290.559,71.309,863.811,2,5.2,0.0467448,0.0142853,0.8520812,30.548,10.117,16.802,11.698,2.12,-4.023,-3.629,-5.311,536.29,-0.548,620.148,-2.861,9.365,1.168,1,-0.058,3,84.394,0,0,78.078,4,0,17,0,12,1,20,2.24
lidocaine,0,1,0,0,0,5,0,1,234.341,6.123,492.052,330.547,33.503,128.002,0,874.079,1,4.5,0.0428893,0.0091454,0.8985067,26.839,7.89,12.505,6.796,2.303,-1.664,-1.63,-4.511,1188.762,0.384,659.779,-3.269,8.669,-0.199,5,-0.049,3,100,0,0,33.433,3,0,6,0,6,0,17,2.26
salicylicacid,3,0,0,1,0,2,0,-1,138.123,3.103,318.561,0,144.305,174.256,0,482.517,1,1.75,0.0199486,0.0054934,0.9339285,13.536,5.301,6.791,5.4,1.256,-1.16,-1.63,-1.625,107.412,-0.66,56.425,-3.373,9.351,0.638,1,-0.642,3,64.497,0,0,69.291,3,0,6,0,6,0,10,2.26
fluorobenzene,11,0,0,0,0,0,0,1,96.104,2.197,275.966,0,0,229.559,46.407,397.313,0,0,0.0121493,0,0.9471043,11.939,3.328,3.424,1.961,2.308,-2.055,-2.055,-3.483,9906.038,0.192,10000,-0.711,9.768,0.045,0,-0.229,3,100,46.407,0,0,0,0,6,0,6,0,7,2.27
chlorpropamide94-20-2,1,0,0,0,1,4,0,-1,276.737,7.591,518.338,178.781,131.62,136.336,71.6,846.167,1,3.5,0.0681017,0.0067524,0.8346858,26.443,8.532,12.872,8.018,2.007,-3.616,-3.558,-3.483,418.227,-0.761,651.504,-3.081,9.846,0.87,0,-0.245,3,75.009,0,15.871,83.961,5,0,6,0,6,0,17,2.27
halothane,12,0,0,0,0,0,2,1,197.382,1.601,273.365,23.418,0,0,249.947,390.803,0,0,0.0065606,0,0.9456447,9.486,2.112,3.126,0.464,2.476,-1.884,-1.884,-2.412,9906.038,0.239,10000,-1.52,11.106,1.423,0,-0.247,3,100,115.668,0,0,0,0,0,0,0,0,7,2.3
cocaine,0,1,0,0,0,3,2,1,303.357,4.804,581.036,315.213,74.581,191.241,0,1018.214,0,6,0.022669,0,0.8424063,34.495,9.533,14.507,8.174,2.197,-2.378,-2.414,-5.72,484.783,0.081,250.232,-3.995,9.498,0.465,2,-0.159,3,92.223,0,0,68.321,5,0,14,0,14,7,22,2.3
dimethylaniline,6,0,0,0,0,1,0,2,121.182,1.516,340.572,147.236,6.495,186.841,0,526.946,0,1,0.0043616,0,0.9264027,16.077,4.599,4.964,2.618,2.42,-1.985,-1.571,-3.614,8596.25,0.453,5060.897,-0.885,8.225,-0.472,2,-0.162,3,100,0,0,4.823,1,0,6,0,6,0,9,2.31
tolbutamide64-77-7,0,0,0,0,1,5,0,-2,270.346,7.994,559.715,300.078,131.635,128.002,0,923.008,1,3.5,0.0692261,0.0062532,0.819096,28.797,8.707,13.269,7.825,2.203,-3.871,-3.408,-3.695,417.147,-1.046,263.962,-3.015,9.769,0.618,1,-0.086,3,74.473,0,15.994,84.043,5,0,6,0,6,0,18,2.34
propane,15,0,0,0,0,0,0,2,44.096,0.025,235.708,235.708,0,0,0,317.92,0,0,0.000002,0,0.9557312,6.569,1.161,0.804,-1.196,2.273,-1.996,-1.996,-2.248,9906.038,0.664,5899.293,-1.045,11.625,-3.667,0,-0.459,3,100,0,0,0,0,0,0,0,0,0,3,2.36
malathion,0,0,0,0,0,9,5,-1,314.29,4.095,581.164,450.511,86.517,0,44.137,998.204,0,5.5,0.0168013,0,0.8311495,28.015,8.357,11.612,5.154,2.698,-3.078,-4.139,-4.264,1497.826,-0.706,1335.928,-2.25,8.966,1.108,2,-0.338,3,77.14,0,0,86.643,7,0,0,0,0,0,19,2.36
p-chlorophenol,5,0,0,0,0,1,0,1,128.558,2.395,302.325,0,54.629,176.105,71.591,447.006,1,0.75,0.0128371,0.0024808,0.9351913,12.775,4.8,5.838,4.024,1.758,-1.549,-1.699,-3.421,3005.082,0.262,4008.951,-1.81,9.018,0.012,1,-0.405,3,96.051,0,0,22.519,1,0,6,0,6,0,8,2.39
diphenylsulfone,1,0,0,0,0,2,0,0,218.27,6.468,437.78,0,68.211,368.431,1.138,718.944,0,4,0.058188,0,0.8865556,24.852,7.992,10.899,7.242,2.001,-2.098,-2.498,-5.125,2233.849,-0.133,1196.386,-1.287,10.054,0.578,0,-0.45,3,100,0,0,34.74,2,0,12,0,12,0,15,2.4
phenolphthalein,0,0,0,0,0,2,0,-2,318.328,8.037,557.888,0,167.409,390.479,0,976.393,2,4.5,0.0661505,0.0114072,0.8531671,35.366,11.674,18.349,11.777,2.678,-4.444,-4.603,-5.77,256.072,-1.09,113.464,-3.037,9.217,0.741,2,0.289,3,82.641,0,0,83.614,4,0,21,0,21,1,24,2.41
trichloroethene,11,0,0,0,0,0,0,1,131.389,1.413,263.493,24.1,0,27.746,211.647,368.514,0,0,0.0054212,0,0.9434066,8.859,3.307,2.747,0.616,2.258,-1.652,-1.652,-2.58,9906.038,0.24,10000,-1.422,9.556,0.062,0,-0.312,3,100,0,0,0,0,0,0,0,0,0,5,2.42
